transaction_id,customer_id,customer_email,transaction_date,total_amount,subtotal,tax_amount,total_discount,payment_method,status,num_items,shipping_address,created_at
TXN-cf0911a8,85,christopher20@example.com,2025-09-24 10:04:20.191802,4512.83,4178.55,334.28,861.1,credit_card,completed,9,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.191802
TXN-a6165ad0,75,bryanhamilton@example.com,2025-11-17 10:04:20.193911,9895.4,9162.41,732.99,146.82,credit_card,completed,8,"7569 Kevin Rapids Apt. 752, Novakport, West Virginia 91590",2025-12-22 10:04:20.193911
TXN-8d1ba0c8,31,mark62@example.org,2025-10-10 10:04:20.194911,9904.24,9170.59,733.65,254.29,credit_card,completed,9,"516 Joseph Crossing Suite 549, Carsonstad, Connecticut 88953",2025-12-22 10:04:20.194911
TXN-a675334b,5,davidalvarez@example.net,2025-11-14 10:04:20.196927,3263.93,3022.16,241.77,285.5,debit_card,completed,7,"0983 Adrian Station, East Carloston, Michigan 9788",2025-12-22 10:04:20.196927
TXN-51009cd8,68,burgesskaren@example.org,2025-10-11 10:04:20.197999,6332.49,5863.42,469.07,807.48,credit_card,completed,6,"753 Edwards Cape, Lake Dustin, Kentucky 73024",2025-12-22 10:04:20.197999
TXN-4fe7bfba,100,lebrandon@example.com,2025-11-26 10:04:20.198997,125.0,115.74,9.26,0.0,debit_card,completed,1,"1152 Martin Club Apt. 599, Bushchester, Tennessee 22127",2025-12-22 10:04:20.198997
TXN-bc44a787,73,brian63@example.org,2025-10-18 10:04:20.199997,2035.17,1884.4199999999998,150.75,157.62,debit_card,completed,6,"431 Joseph Light, Lake Peter, Mississippi 14466",2025-12-22 10:04:20.199997
TXN-e5a8b593,54,frykelli@example.com,2025-11-27 10:04:20.200997,101.58,94.06,7.52,8.23,credit_card,completed,2,"7359 Larry Stravenue Suite 562, Zacharyville, Massachusetts 32186",2025-12-22 10:04:20.200997
TXN-8de65695,13,michaeljones@example.net,2025-12-09 10:04:20.201996,9248.62,8563.54,685.08,1678.78,paypal,completed,8,"044 Russell Prairie Suite 777, New Thomas, West Virginia 22742",2025-12-22 10:04:20.201996
TXN-38cb2990,59,chelsea33@example.com,2025-10-13 10:04:20.203996,17489.66,16194.13,1295.53,680.73,debit_card,completed,9,"40415 Douglas Summit Suite 338, Sarahview, Florida 14817",2025-12-22 10:04:20.203996
TXN-92b7f185,61,vlopez@example.com,2025-11-12 10:04:20.204994,10616.01,9829.64,786.37,140.9,paypal,completed,8,"15274 Alexis Junction Suite 932, Wilcoxhaven, Massachusetts 11869",2025-12-22 10:04:20.205994
TXN-0cf9340f,29,rebecca05@example.org,2025-10-30 10:04:20.205994,1276.08,1181.5600000000002,94.52,19.88,credit_card,completed,3,"237 Stevens Shores Apt. 748, North Scott, Minnesota 77515",2025-12-22 10:04:20.205994
TXN-61ed5885,41,michelle52@example.com,2025-11-03 10:04:20.207993,16714.91,15476.77,1238.14,746.36,paypal,pending,7,"986 Carpenter Turnpike, South Reginashire, Tennessee 25173",2025-12-22 10:04:20.207993
TXN-37697781,97,barbaramcgrath@example.com,2025-09-28 10:04:20.208992,12201.4,11297.59,903.81,615.12,debit_card,completed,7,"427 Christopher Fort Apt. 087, West Samanthaborough, Florida 45164",2025-12-22 10:04:20.208992
TXN-af2148f5,18,thomaswilson@example.org,2025-10-08 10:04:20.209991,430.8,398.89,31.91,33.89,debit_card,completed,3,"93149 Laura Port, West Amandastad, California 66818",2025-12-22 10:04:20.209991
TXN-e578e9c3,80,lcarr@example.org,2025-10-30 10:04:20.210991,6119.84,5666.5199999999995,453.32,47.9,credit_card,completed,7,"669 Bailey Manors, South Cynthia, Vermont 85076",2025-12-22 10:04:20.210991
TXN-79b209cd,67,harttammy@example.net,2025-11-08 10:04:20.211990,5507.46,5099.5,407.96,0.0,credit_card,completed,1,"837 Molly Isle, Susantown, Indiana 25407",2025-12-22 10:04:20.211990
TXN-49d6d444,91,xcline@example.com,2025-11-27 10:04:20.212990,332.07,307.47,24.6,0.0,paypal,completed,1,"832 Sarah Burg, New Michael, Vermont 1758",2025-12-22 10:04:20.212990
TXN-6d261ed5,4,tasha01@example.net,2025-11-05 10:04:20.213990,345.41,319.82,25.59,30.87,credit_card,completed,4,"88095 Smith Lake Suite 303, North Jessicaland, Wisconsin 70323",2025-12-22 10:04:20.213990
TXN-d7a9368f,90,perezwilliam@example.org,2025-12-19 10:04:20.214989,425.65,394.12,31.53,1.98,apple_pay,completed,2,"5419 Wilson Spring, East Jeffreyhaven, Arizona 53051",2025-12-22 10:04:20.214989
TXN-d12b5e50,79,zacharyarnold@example.com,2025-10-11 10:04:20.216988,1087.47,1006.9200000000001,80.55,167.79,paypal,completed,7,"33419 Lauren Plain Apt. 553, Wilsonfort, North Dakota 84270",2025-12-22 10:04:20.216988
TXN-8359be80,95,kwilliams@example.com,2025-12-03 10:04:20.217987,12834.0,11883.33,950.67,150.93,debit_card,completed,7,"993 Porter Plaza, Brownview, Missouri 18488",2025-12-22 10:04:20.217987
TXN-0bec7d0e,73,brian63@example.org,2025-11-11 10:04:20.219986,7199.05,6665.79,533.26,290.14,paypal,completed,5,"431 Joseph Light, Lake Peter, Mississippi 14466",2025-12-22 10:04:20.219986
TXN-22113124,50,zcox@example.net,2025-10-24 10:04:20.220985,151.6,140.37,11.23,11.39,debit_card,completed,2,"755 Hines Ports, New Michael, Massachusetts 85640",2025-12-22 10:04:20.220985
TXN-bb09b716,50,zcox@example.net,2025-09-24 10:04:20.221985,1205.36,1116.07,89.29,79.14,paypal,completed,6,"755 Hines Ports, New Michael, Massachusetts 85640",2025-12-22 10:04:20.221985
TXN-63f7310b,24,margaret10@example.org,2025-11-01 10:04:20.222985,7898.14,7313.09,585.05,581.71,debit_card,completed,9,"065 Johnson Forks, Port Emilyview, Oregon 5774",2025-12-22 10:04:20.222985
TXN-15bbc0bb,65,urice@example.org,2025-10-15 10:04:20.224983,15900.85,14723.01,1177.84,676.62,google_pay,completed,10,"033 Craig Bypass Suite 903, South Scottside, Indiana 99379",2025-12-22 10:04:20.224983
TXN-bef45e8a,41,michelle52@example.com,2025-11-16 10:04:20.225982,4565.84,4227.63,338.21,859.68,google_pay,completed,4,"986 Carpenter Turnpike, South Reginashire, Tennessee 25173",2025-12-22 10:04:20.225982
TXN-df1885db,39,sierra24@example.com,2025-12-16 10:04:20.226982,1699.25,1573.38,125.87,23.27,debit_card,completed,5,"59696 Roberts Lodge Apt. 529, Collierstad, Colorado 57741",2025-12-22 10:04:20.226982
TXN-8317a524,43,kyle62@example.net,2025-10-22 10:04:20.227981,735.15,680.69,54.46,10.18,debit_card,completed,3,"35733 Eric Hill Apt. 888, Lake Matthewberg, Rhode Island 49878",2025-12-22 10:04:20.227981
TXN-20c24298,40,sanchezbrianna@example.net,2025-10-22 10:04:20.228981,9.74,9.02,0.72,2.26,credit_card,completed,1,"43292 Gregory Trail, Marshallshire, Wisconsin 76453",2025-12-22 10:04:20.228981
TXN-9711d8fe,77,gibbsmichael@example.net,2025-10-04 10:04:20.229980,12864.46,11911.54,952.92,1080.13,credit_card,completed,8,"43888 Sean Lock, Bartonshire, Vermont 66098",2025-12-22 10:04:20.229980
TXN-08f80831,4,tasha01@example.net,2025-09-29 10:04:20.230979,7306.29,6765.08,541.21,227.82,credit_card,completed,8,"88095 Smith Lake Suite 303, North Jessicaland, Wisconsin 70323",2025-12-22 10:04:20.230979
TXN-f4c86788,17,meadowsbrittany@example.net,2025-10-03 10:04:20.232978,8541.27,7908.58,632.69,183.94,debit_card,completed,9,"6417 Kaitlyn Center Suite 310, East Jamestown, South Carolina 20474",2025-12-22 10:04:20.232978
TXN-75b61678,5,davidalvarez@example.net,2025-12-15 10:04:20.233977,1122.61,1039.45,83.16,0.0,credit_card,completed,4,"0983 Adrian Station, East Carloston, Michigan 9788",2025-12-22 10:04:20.233977
TXN-f1d6e984,47,jennifercarter@example.org,2025-12-11 10:04:20.234977,9502.03,8798.18,703.85,835.5500000000001,credit_card,completed,10,"0515 Jessica Road Apt. 952, West Amyburgh, Wyoming 90243",2025-12-22 10:04:20.234977
TXN-10def0e4,30,dvaughn@example.com,2025-10-31 10:04:20.236977,6677.82,6183.17,494.65,546.25,credit_card,completed,10,"95339 Byrd Stravenue Apt. 104, Johnsonstad, Washington 17725",2025-12-22 10:04:20.236977
TXN-75a992f1,85,christopher20@example.com,2025-10-13 10:04:20.237975,899.88,833.22,66.66,151.14,credit_card,completed,3,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.237975
TXN-058a7009,42,dmason@example.com,2025-10-31 10:04:20.238975,3547.93,3285.12,262.81,197.38,credit_card,completed,5,"9051 Davis Springs Suite 449, West Christopher, Texas 19038",2025-12-22 10:04:20.238975
TXN-a5bc98f0,72,enelson@example.net,2025-12-02 10:04:20.239974,7955.65,7366.339999999999,589.31,1230.83,credit_card,completed,10,"396 Reyes Streets, Port Vanessa, Washington 10780",2025-12-22 10:04:20.239974
TXN-10a5d5ea,47,jennifercarter@example.org,2025-11-21 10:04:20.241973,3443.96,3188.85,255.11,225.35999999999999,debit_card,completed,7,"0515 Jessica Road Apt. 952, West Amyburgh, Wyoming 90243",2025-12-22 10:04:20.241973
TXN-686bf2e6,1,johnsonjoshua@example.org,2025-10-19 10:04:20.242972,8036.13,7440.86,595.27,173.72,credit_card,completed,4,"9402 Peterson Drives, Port Matthew, Colorado 50298",2025-12-22 10:04:20.242972
TXN-e6f0861a,39,sierra24@example.com,2025-10-13 10:04:20.243972,2579.82,2388.7200000000003,191.1,133.96,paypal,completed,5,"59696 Roberts Lodge Apt. 529, Collierstad, Colorado 57741",2025-12-22 10:04:20.243972
TXN-4e2c7e4c,74,hahnsean@example.com,2025-11-04 10:04:20.244972,6533.05,6049.12,483.93,777.91,credit_card,completed,6,"6618 Ashley Extension, Jacksonview, Maryland 35681",2025-12-22 10:04:20.244972
TXN-7f02687f,59,chelsea33@example.com,2025-12-10 10:04:20.245971,2744.01,2540.75,203.26,57.02,paypal,completed,3,"40415 Douglas Summit Suite 338, Sarahview, Florida 14817",2025-12-22 10:04:20.245971
TXN-4bbda0af,41,michelle52@example.com,2025-09-27 10:04:20.246971,17856.17,16533.49,1322.68,2388.79,paypal,completed,9,"986 Carpenter Turnpike, South Reginashire, Tennessee 25173",2025-12-22 10:04:20.246971
TXN-4e922843,43,kyle62@example.net,2025-12-10 10:04:20.247969,9668.52,8952.33,716.19,43.32,paypal,completed,6,"35733 Eric Hill Apt. 888, Lake Matthewberg, Rhode Island 49878",2025-12-22 10:04:20.247969
TXN-e3601cdd,85,christopher20@example.com,2025-12-17 10:04:20.248969,3380.34,3129.9399999999996,250.4,0.0,credit_card,completed,2,"62713 Davis Valley Apt. 155, Derrickberg, Tennessee 89254",2025-12-22 10:04:20.248969
TXN-97c309b3,62,lopezdonald@example.com,2025-10-05 10:04:20.249968,8811.49,8158.79,652.7,1090.27,paypal,completed,6,"68414 Mendez Forges Apt. 727, Robertside, New Mexico 99768",2025-12-22 10:04:20.249968
TXN-7090818c,64,jennifer64@example.org,2025-11-20 10:04:20.250968,4737.71,4386.7699999999995,350.94,466.26,debit_card,completed,4,"65676 Miller Shore, Lake Michelle, Delaware 23893",2025-12-22 10:04:20.250968
TXN-b3f1b6a9,86,morenoalan@example.net,2025-11-03 10:04:20.252967,10226.75,9469.210000000001,757.54,609.48,paypal,completed,8,"5234 John Rapid Suite 043, Lake Peter, Tennessee 7653",2025-12-22 10:04:20.252967
TXN-13d1220d,14,campbellelizabeth@example.net,2025-11-16 10:04:20.253966,12553.84,11623.93,929.91,1673.47,paypal,completed,7,"3201 Robinson Unions Suite 083, South Dennismouth, Texas 70117",2025-12-22 10:04:20.253966
TXN-b4a33e4f,90,perezwilliam@example.org,2025-10-27 10:04:20.254965,735.54,681.06,54.48,94.71,credit_card,completed,6,"5419 Wilson Spring, East Jeffreyhaven, Arizona 53051",2025-12-22 10:04:20.254965
TXN-2440e233,82,adamsamy@example.com,2025-11-27 10:04:20.255965,1502.37,1391.0800000000002,111.29,42.78,credit_card,completed,3,"959 Martin Dam, Port Jamie, Arkansas 75221",2025-12-22 10:04:20.255965
TXN-9db0903e,15,stephanie79@example.net,2025-12-08 10:04:20.256965,2164.62,2004.28,160.34,430.08000000000004,debit_card,completed,6,"1434 Flores Plains Apt. 223, Bensonborough, California 54878",2025-12-22 10:04:20.256965
TXN-aa9534d3,35,soniawilliams@example.net,2025-11-19 10:04:20.257964,7159.26,6628.94,530.32,288.99,debit_card,completed,4,"24998 James Ranch, Shawnchester, Connecticut 92484",2025-12-22 10:04:20.257964
TXN-f5567d8b,89,tylerreed@example.net,2025-10-05 10:04:20.259963,14753.62,13660.76,1092.86,490.27,credit_card,completed,5,"7850 Villarreal Expressway, Ericville, Oregon 88859",2025-12-22 10:04:20.259963
TXN-a11465d8,38,nicholaschavez@example.org,2025-11-05 10:04:20.260962,14376.09,13311.189999999999,1064.9,248.04,debit_card,completed,8,"81561 Gregory Ramp Suite 840, South Tracey, Arkansas 1508",2025-12-22 10:04:20.260962
TXN-bb52d163,69,mphillips@example.com,2025-11-06 10:04:20.261961,12890.62,11935.76,954.86,315.13,credit_card,completed,9,"872 Alexandria Villages, Port Elizabethtown, Nebraska 18522",2025-12-22 10:04:20.261961
TXN-cf563443,52,laurahicks@example.org,2025-10-11 10:04:20.263960,12358.7,11443.24,915.46,55.97,credit_card,completed,9,"6786 Morrow Cliffs, West Dawn, New Hampshire 61558",2025-12-22 10:04:20.263960
TXN-a9efb196,39,sierra24@example.com,2025-09-29 10:04:20.264960,11652.3,10789.17,863.13,1005.9599999999999,paypal,completed,9,"59696 Roberts Lodge Apt. 529, Collierstad, Colorado 57741",2025-12-22 10:04:20.264960
TXN-ad3cc5da,84,melissa86@example.org,2025-12-14 10:04:20.265959,1978.4,1831.8500000000001,146.55,46.730000000000004,debit_card,completed,6,"27706 Wendy Curve, Erikview, Colorado 86299",2025-12-22 10:04:20.265959
TXN-16aed0b1,86,morenoalan@example.net,2025-09-26 10:04:20.267958,8110.7,7509.91,600.79,1389.07,credit_card,completed,9,"5234 John Rapid Suite 043, Lake Peter, Tennessee 7653",2025-12-22 10:04:20.267958
TXN-5ea282b3,66,taylorvictoria@example.org,2025-11-15 10:04:20.269010,4346.15,4024.21,321.94,292.26,debit_card,completed,8,"56856 Hernandez Lane Apt. 873, West Meredith, Georgia 61190",2025-12-22 10:04:20.269010
TXN-4966731b,3,gabriellecameron@example.org,2025-11-25 10:04:20.269958,253.45,234.68,18.77,46.64,debit_card,completed,2,"653 William Course Apt. 122, Carlsonfurt, Missouri 78605",2025-12-22 10:04:20.269958
TXN-145bff3a,22,danamullins@example.org,2025-10-23 10:04:20.271003,5705.33,5282.71,422.62,243.17000000000002,credit_card,completed,7,"413 Angela Mall, Port Alexandra, New Hampshire 58529",2025-12-22 10:04:20.271003
TXN-c366e65a,96,dawnrobles@example.org,2025-12-06 10:04:20.271956,1028.51,952.3199999999999,76.19,171.81,debit_card,completed,2,"05930 Brown Mountains Suite 932, East Dianeview, Ohio 97108",2025-12-22 10:04:20.271956
TXN-2ad73af0,95,kwilliams@example.com,2025-09-29 10:04:20.272955,11326.56,10487.56,839.0,378.54,debit_card,completed,9,"993 Porter Plaza, Brownview, Missouri 18488",2025-12-22 10:04:20.272955
TXN-7ca3eead,83,candice25@example.net,2025-10-04 10:04:20.274954,11206.08,10376.0,830.08,709.89,debit_card,completed,6,"7116 Neal Wells Suite 775, Port Kimland, Washington 60590",2025-12-22 10:04:20.274954
TXN-08d03f2c,79,zacharyarnold@example.com,2025-09-25 10:04:20.274954,887.89,822.12,65.77,145.08,credit_card,completed,1,"33419 Lauren Plain Apt. 553, Wilsonfort, North Dakota 84270",2025-12-22 10:04:20.274954
TXN-f91bcfae,82,adamsamy@example.com,2025-10-02 10:04:20.276954,9047.29,8377.119999999999,670.17,7.0,google_pay,completed,5,"959 Martin Dam, Port Jamie, Arkansas 75221",2025-12-22 10:04:20.276954
TXN-f0238f70,34,kristinacarlson@example.com,2025-09-27 10:04:20.277953,7095.96,6570.33,525.63,411.81,credit_card,completed,9,"40268 Julie Mountains, Stricklandhaven, Pennsylvania 14794",2025-12-22 10:04:20.277953
TXN-90a211e6,1,johnsonjoshua@example.org,2025-10-16 10:04:20.279951,8884.32,8226.22,658.1,303.31,debit_card,completed,7,"9402 Peterson Drives, Port Matthew, Colorado 50298",2025-12-22 10:04:20.279951
TXN-ede39738,60,johnsantiago@example.net,2025-10-28 10:04:20.280951,2917.89,2701.75,216.14,18.52,credit_card,completed,7,"345 Brewer Trafficway Apt. 938, East Robertburgh, Arizona 52535",2025-12-22 10:04:20.280951
TXN-64e0031f,15,stephanie79@example.net,2025-12-20 10:04:20.281950,5033.42,4660.570000000001,372.85,197.3,debit_card,completed,4,"1434 Flores Plains Apt. 223, Bensonborough, California 54878",2025-12-22 10:04:20.281950
TXN-824f8df1,51,susanjohnson@example.org,2025-10-04 10:04:20.282950,6783.45,6280.969999999999,502.48,334.84,debit_card,completed,6,"72715 Mckinney Plaza, Patriciaburgh, Virginia 93504",2025-12-22 10:04:20.282950
TXN-69976422,50,zcox@example.net,2025-11-09 10:04:20.284949,9891.02,9158.35,732.67,1128.24,credit_card,completed,6,"755 Hines Ports, New Michael, Massachusetts 85640",2025-12-22 10:04:20.284949
TXN-ebaa994d,61,vlopez@example.com,2025-10-18 10:04:20.285948,2109.49,1953.23,156.26,343.46,credit_card,completed,2,"15274 Alexis Junction Suite 932, Wilcoxhaven, Massachusetts 11869",2025-12-22 10:04:20.285948
TXN-f096c9c2,92,blakenicholas@example.net,2025-10-03 10:04:20.286948,2977.31,2756.77,220.54,415.90000000000003,debit_card,completed,6,"619 Ryan Curve, West Jose, Massachusetts 52006",2025-12-22 10:04:20.286948
TXN-9fdda628,8,adkinsbrian@example.net,2025-11-13 10:04:20.288946,9466.3,8765.09,701.21,497.2,debit_card,completed,10,"998 Donovan Ford Suite 346, Lake Debbie, New Jersey 41942",2025-12-22 10:04:20.288946
TXN-06e600c4,18,thomaswilson@example.org,2025-10-10 10:04:20.289945,7300.91,6760.099999999999,540.81,624.41,debit_card,completed,6,"93149 Laura Port, West Amandastad, California 66818",2025-12-22 10:04:20.289945
TXN-e0b1981c,86,morenoalan@example.net,2025-10-16 10:04:20.290945,12092.06,11196.35,895.71,601.96,debit_card,completed,8,"5234 John Rapid Suite 043, Lake Peter, Tennessee 7653",2025-12-22 10:04:20.290945
TXN-b1f7ac39,77,gibbsmichael@example.net,2025-10-12 10:04:20.292944,10747.39,9951.29,796.1,850.37,debit_card,completed,6,"43888 Sean Lock, Bartonshire, Vermont 66098",2025-12-22 10:04:20.292944
TXN-542b1c65,57,linda87@example.org,2025-09-24 10:04:20.293943,5167.22,4784.46,382.76,610.23,paypal,completed,10,"5169 Robles Stream, New Thomasshire, Oregon 30325",2025-12-22 10:04:20.293943
TXN-952f120f,73,brian63@example.org,2025-11-15 10:04:20.295942,3741.88,3464.7,277.18,95.66999999999999,paypal,completed,9,"431 Joseph Light, Lake Peter, Mississippi 14466",2025-12-22 10:04:20.295942
TXN-816dd589,29,rebecca05@example.org,2025-10-31 10:04:20.296942,5205.28,4819.7,385.58,640.1,credit_card,completed,9,"237 Stevens Shores Apt. 748, North Scott, Minnesota 77515",2025-12-22 10:04:20.296942
TXN-49344dda,26,cindy77@example.org,2025-11-16 10:04:20.298940,12671.31,11732.69,938.62,1021.51,paypal,completed,8,"1274 Perry Orchard, Sanchezside, Georgia 50778",2025-12-22 10:04:20.298940
TXN-c7a9fd5d,4,tasha01@example.net,2025-10-17 10:04:20.299940,8544.45,7911.53,632.92,428.14,paypal,completed,7,"88095 Smith Lake Suite 303, North Jessicaland, Wisconsin 70323",2025-12-22 10:04:20.299940
TXN-e7351eed,99,david09@example.com,2025-11-24 10:04:20.300939,758.16,702.0,56.16,13.34,paypal,completed,3,"135 Jackson Corners Suite 704, East Heather, Minnesota 34141",2025-12-22 10:04:20.300939
TXN-4ae30ab9,56,jessica65@example.org,2025-11-02 10:04:20.301938,108.95,100.88,8.07,0.0,debit_card,completed,1,"65585 James Pass, Porterton, Arizona 18462",2025-12-22 10:04:20.301938
TXN-95b8df0d,52,laurahicks@example.org,2025-12-10 10:04:20.302939,4389.8,4064.63,325.17,0.0,paypal,completed,2,"6786 Morrow Cliffs, West Dawn, New Hampshire 61558",2025-12-22 10:04:20.302939
TXN-fe9d54ea,74,hahnsean@example.com,2025-12-05 10:04:20.303937,5164.43,4781.88,382.55,721.09,paypal,completed,3,"6618 Ashley Extension, Jacksonview, Maryland 35681",2025-12-22 10:04:20.303937
